GO.ID	Term	Annotated	Significant	Expected	Fisher
396	GO:0016307	phosphatidylinositol phosphate kinase ac...	15	0	0.15	1.00000
397	GO:0016407	acetyltransferase activity	37	0	0.37	1.00000
398	GO:0016410	N-acyltransferase activity	33	0	0.33	1.00000
399	GO:0016412	serine O-acyltransferase activity	4	0	0.04	1.00000
400	GO:0016413	O-acetyltransferase activity	5	0	0.05	1.00000
401	GO:0016423	tRNA (guanine) methyltransferase activit...	7	0	0.07	1.00000
402	GO:0016530	metallochaperone activity	3	0	0.03	1.00000
403	GO:0016531	copper chaperone activity	3	0	0.03	1.00000
404	GO:0016538	cyclin-dependent protein serine/threonin...	7	0	0.07	1.00000
405	GO:0016597	amino acid binding	20	0	0.2	1.00000
406	GO:0016615	malate dehydrogenase activity	7	0	0.07	1.00000
407	GO:0016624	oxidoreductase activity, acting on the a...	6	0	0.06	1.00000
408	GO:0016627	oxidoreductase activity, acting on the C...	24	0	0.24	1.00000
409	GO:0016628	oxidoreductase activity, acting on the C...	5	0	0.05	1.00000
410	GO:0016634	oxidoreductase activity, acting on the C...	4	0	0.04	1.00000
411	GO:0016638	oxidoreductase activity, acting on the C...	10	0	0.1	1.00000
412	GO:0016641	oxidoreductase activity, acting on the C...	5	0	0.05	1.00000
413	GO:0016645	oxidoreductase activity, acting on the C...	13	0	0.13	1.00000
414	GO:0016646	oxidoreductase activity, acting on the C...	6	0	0.06	1.00000
415	GO:0016651	oxidoreductase activity, acting on NAD(P...	16	0	0.16	1.00000
416	GO:0016655	oxidoreductase activity, acting on NAD(P...	7	0	0.07	1.00000
417	GO:0016670	oxidoreductase activity, acting on a sul...	4	0	0.04	1.00000
418	GO:0016675	oxidoreductase activity, acting on a hem...	6	0	0.06	1.00000
419	GO:0016679	oxidoreductase activity, acting on diphe...	11	0	0.11	1.00000
420	GO:0016682	oxidoreductase activity, acting on diphe...	7	0	0.07	1.00000
421	GO:0016703	oxidoreductase activity, acting on singl...	5	0	0.05	1.00000
422	GO:0016709	oxidoreductase activity, acting on paire...	4	0	0.04	1.00000
423	GO:0016717	oxidoreductase activity, acting on paire...	7	0	0.07	1.00000
424	GO:0016725	oxidoreductase activity, acting on CH or...	4	0	0.04	1.00000
425	GO:0016742	hydroxymethyl-, formyl- and related tran...	7	0	0.07	1.00000
426	GO:0016762	xyloglucan:xyloglucosyl transferase acti...	17	0	0.17	1.00000
427	GO:0016763	pentosyltransferase activity	10	0	0.1	1.00000
428	GO:0016769	transferase activity, transferring nitro...	12	0	0.12	1.00000
429	GO:0016774	phosphotransferase activity, carboxyl gr...	3	0	0.03	1.00000
430	GO:0016775	phosphotransferase activity, nitrogenous...	10	0	0.1	1.00000
431	GO:0016776	phosphotransferase activity, phosphate g...	7	0	0.07	1.00000
432	GO:0016778	diphosphotransferase activity	6	0	0.06	1.00000
433	GO:0016779	nucleotidyltransferase activity	91	0	0.9	1.00000
434	GO:0016780	phosphotransferase activity, for other s...	9	0	0.09	1.00000
435	GO:0016782	transferase activity, transferring sulph...	6	0	0.06	1.00000
436	GO:0016783	sulfurtransferase activity	4	0	0.04	1.00000
437	GO:0016790	thiolester hydrolase activity	7	0	0.07	1.00000
438	GO:0016799	hydrolase activity, hydrolyzing N-glycos...	14	0	0.14	1.00000
439	GO:0016811	hydrolase activity, acting on carbon-nit...	11	0	0.11	1.00000
440	GO:0016814	hydrolase activity, acting on carbon-nit...	12	0	0.12	1.00000
441	GO:0016830	carbon-carbon lyase activity	47	0	0.47	1.00000
442	GO:0016831	carboxy-lyase activity	34	0	0.34	1.00000
443	GO:0016832	aldehyde-lyase activity	6	0	0.06	1.00000
444	GO:0016833	oxo-acid-lyase activity	3	0	0.03	1.00000
445	GO:0016838	carbon-oxygen lyase activity, acting on ...	13	0	0.13	1.00000
446	GO:0016840	carbon-nitrogen lyase activity	5	0	0.05	1.00000
447	GO:0016843	amine-lyase activity	3	0	0.03	1.00000
448	GO:0016844	strictosidine synthase activity	3	0	0.03	1.00000
449	GO:0016846	carbon-sulfur lyase activity	5	0	0.05	1.00000
450	GO:0016849	phosphorus-oxygen lyase activity	4	0	0.04	1.00000
451	GO:0016851	magnesium chelatase activity	3	0	0.03	1.00000
452	GO:0016854	racemase and epimerase activity	4	0	0.04	1.00000
453	GO:0016859	cis-trans isomerase activity	27	0	0.27	1.00000
454	GO:0016861	intramolecular oxidoreductase activity, ...	8	0	0.08	1.00000
455	GO:0016863	intramolecular oxidoreductase activity, ...	3	0	0.03	1.00000
456	GO:0016866	intramolecular transferase activity	37	0	0.37	1.00000
457	GO:0016868	intramolecular transferase activity, pho...	11	0	0.11	1.00000
458	GO:0016872	intramolecular lyase activity	6	0	0.06	1.00000
459	GO:0016874	ligase activity	114	0	1.13	1.00000
460	GO:0016875	ligase activity, forming carbon-oxygen b...	44	0	0.44	1.00000
461	GO:0016877	ligase activity, forming carbon-sulfur b...	10	0	0.1	1.00000
462	GO:0016879	ligase activity, forming carbon-nitrogen...	45	0	0.45	1.00000
463	GO:0016880	acid-ammonia (or amide) ligase activity	5	0	0.05	1.00000
464	GO:0016881	acid-amino acid ligase activity	10	0	0.1	1.00000
465	GO:0016884	carbon-nitrogen ligase activity, with gl...	16	0	0.16	1.00000
466	GO:0016886	ligase activity, forming phosphoric este...	3	0	0.03	1.00000
467	GO:0016891	endoribonuclease activity, producing 5'-...	9	0	0.09	1.00000
468	GO:0016893	endonuclease activity, active with eithe...	11	0	0.11	1.00000
469	GO:0016899	oxidoreductase activity, acting on the C...	5	0	0.05	1.00000
470	GO:0016901	oxidoreductase activity, acting on the C...	5	0	0.05	1.00000
471	GO:0016987	sigma factor activity	6	0	0.06	1.00000
472	GO:0016992	lipoate synthase activity	4	0	0.04	1.00000
473	GO:0017069	snRNA binding	6	0	0.06	1.00000
474	GO:0017089	glycolipid transfer activity	5	0	0.05	1.00000
475	GO:0017150	tRNA dihydrouridine synthase activity	4	0	0.04	1.00000
476	GO:0017171	serine hydrolase activity	101	0	1	1.00000
477	GO:0017176	phosphatidylinositol N-acetylglucosaminy...	3	0	0.03	1.00000
478	GO:0018024	histone-lysine N-methyltransferase activ...	13	0	0.13	1.00000
479	GO:0019104	DNA N-glycosylase activity	8	0	0.08	1.00000
480	GO:0019139	cytokinin dehydrogenase activity	5	0	0.05	1.00000
481	GO:0019200	carbohydrate kinase activity	19	0	0.19	1.00000
482	GO:0019203	carbohydrate phosphatase activity	7	0	0.07	1.00000
483	GO:0019205	nucleobase-containing compound kinase ac...	14	0	0.14	1.00000
484	GO:0019207	kinase regulator activity	10	0	0.1	1.00000
485	GO:0019210	kinase inhibitor activity	5	0	0.05	1.00000
486	GO:0019238	cyclohydrolase activity	7	0	0.07	1.00000
487	GO:0019239	deaminase activity	8	0	0.08	1.00000
488	GO:0019783	ubiquitin-like protein peptidase activit...	6	0	0.06	1.00000
489	GO:0019789	SUMO transferase activity	5	0	0.05	1.00000
490	GO:0019829	ATPase-coupled cation transmembrane tran...	8	0	0.08	1.00000
491	GO:0019842	vitamin binding	61	0	0.6	1.00000
492	GO:0019843	rRNA binding	19	0	0.19	1.00000
493	GO:0019887	protein kinase regulator activity	10	0	0.1	1.00000
494	GO:0019899	enzyme binding	20	0	0.2	1.00000
495	GO:0019900	kinase binding	14	0	0.14	1.00000
496	GO:0019901	protein kinase binding	14	0	0.14	1.00000
497	GO:0019904	protein domain specific binding	10	0	0.1	1.00000
498	GO:0022824	transmitter-gated ion channel activity	10	0	0.1	1.00000
499	GO:0022834	ligand-gated channel activity	10	0	0.1	1.00000
500	GO:0022835	transmitter-gated channel activity	10	0	0.1	1.00000
501	GO:0030145	manganese ion binding	7	0	0.07	1.00000
502	GO:0030151	molybdenum ion binding	6	0	0.06	1.00000
503	GO:0030170	pyridoxal phosphate binding	49	0	0.49	1.00000
504	GO:0030234	enzyme regulator activity	60	0	0.59	1.00000
505	GO:0030247	polysaccharide binding	40	0	0.4	1.00000
506	GO:0030274	LIM domain binding	3	0	0.03	1.00000
507	GO:0030291	protein serine/threonine kinase inhibito...	5	0	0.05	1.00000
508	GO:0030414	peptidase inhibitor activity	11	0	0.11	1.00000
509	GO:0030545	signaling receptor regulator activity	3	0	0.03	1.00000
510	GO:0030546	signaling receptor activator activity	3	0	0.03	1.00000
511	GO:0030594	neurotransmitter receptor activity	10	0	0.1	1.00000
512	GO:0030597	RNA glycosylase activity	4	0	0.04	1.00000
513	GO:0030598	rRNA N-glycosylase activity	4	0	0.04	1.00000
514	GO:0030599	pectinesterase activity	12	0	0.12	1.00000
515	GO:0030695	GTPase regulator activity	17	0	0.17	1.00000
516	GO:0030955	potassium ion binding	8	0	0.08	1.00000
517	GO:0030976	thiamine pyrophosphate binding	8	0	0.08	1.00000
518	GO:0030983	mismatched DNA binding	11	0	0.11	1.00000
519	GO:0031072	heat shock protein binding	8	0	0.08	1.00000
520	GO:0031127	alpha-(1,2)-fucosyltransferase activity	5	0	0.05	1.00000
521	GO:0031369	translation initiation factor binding	5	0	0.05	1.00000
522	GO:0031420	alkali metal ion binding	8	0	0.08	1.00000
523	GO:0031625	ubiquitin protein ligase binding	6	0	0.06	1.00000
524	GO:0031683	G-protein beta/gamma-subunit complex bin...	4	0	0.04	1.00000
525	GO:0032296	double-stranded RNA-specific ribonucleas...	7	0	0.07	1.00000
526	GO:0032549	ribonucleoside binding	4	0	0.04	1.00000
527	GO:0033218	amide binding	11	0	0.11	1.00000
528	GO:0033743	peptide-methionine (R)-S-oxide reductase...	3	0	0.03	1.00000
529	GO:0033897	ribonuclease T2 activity	3	0	0.03	1.00000
530	GO:0033926	glycopeptide alpha-N-acetylgalactosamini...	9	0	0.09	1.00000
531	GO:0034061	DNA polymerase activity	11	0	0.11	1.00000
532	GO:0034062	5'-3' RNA polymerase activity	42	0	0.42	1.00000
533	GO:0034212	peptide N-acetyltransferase activity	9	0	0.09	1.00000
534	GO:0035091	phosphatidylinositol binding	7	0	0.07	1.00000
535	GO:0038023	signaling receptor activity	11	0	0.11	1.00000
536	GO:0042054	histone methyltransferase activity	13	0	0.13	1.00000
537	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase ...	5	0	0.05	1.00000
538	GO:0042277	peptide binding	4	0	0.04	1.00000
539	GO:0042393	histone binding	20	0	0.2	1.00000
540	GO:0042625	ATPase-coupled ion transmembrane transpo...	8	0	0.08	1.00000
541	GO:0042802	identical protein binding	4	0	0.04	1.00000
542	GO:0042803	protein homodimerization activity	4	0	0.04	1.00000
543	GO:0043021	ribonucleoprotein complex binding	5	0	0.05	1.00000
544	GO:0043022	ribosome binding	3	0	0.03	1.00000
545	GO:0043177	organic acid binding	22	0	0.22	1.00000
546	GO:0043531	ADP binding	122	0	1.21	1.00000
547	GO:0043733	DNA-3-methylbase glycosylase activity	6	0	0.06	1.00000
548	GO:0044389	ubiquitin-like protein ligase binding	6	0	0.06	1.00000
549	GO:0044769	ATPase activity, coupled to transmembran...	8	0	0.08	1.00000
550	GO:0044877	protein-containing complex binding	13	0	0.13	1.00000
551	GO:0045182	translation regulator activity	46	0	0.46	1.00000
552	GO:0045300	acyl-[acyl-carrier-protein] desaturase a...	4	0	0.04	1.00000
553	GO:0045735	nutrient reservoir activity	3	0	0.03	1.00000
554	GO:0046556	alpha-L-arabinofuranosidase activity	3	0	0.03	1.00000
555	GO:0046912	acyltransferase activity, acyl groups co...	7	0	0.07	1.00000
556	GO:0046915	transition metal ion transmembrane trans...	4	0	0.04	1.00000
557	GO:0046923	ER retention sequence binding	4	0	0.04	1.00000
558	GO:0046933	proton-transporting ATP synthase activit...	7	0	0.07	1.00000
559	GO:0046943	carboxylic acid transmembrane transporte...	15	0	0.15	1.00000
560	GO:0046961	proton-transporting ATPase activity, rot...	8	0	0.08	1.00000
561	GO:0046983	protein dimerization activity	108	0	1.07	1.00000
562	GO:0047262	polygalacturonate 4-alpha-galacturonosyl...	17	0	0.17	1.00000
563	GO:0047325	inositol tetrakisphosphate 1-kinase acti...	5	0	0.05	1.00000
564	GO:0047623	adenosine-phosphate deaminase activity	3	0	0.03	1.00000
565	GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(...	5	0	0.05	1.00000
566	GO:0048018	receptor ligand activity	3	0	0.03	1.00000
567	GO:0048029	monosaccharide binding	6	0	0.06	1.00000
568	GO:0048038	quinone binding	8	0	0.08	1.00000
569	GO:0050136	NADH dehydrogenase (quinone) activity	4	0	0.04	1.00000
570	GO:0050308	sugar-phosphatase activity	7	0	0.07	1.00000
571	GO:0050660	flavin adenine dinucleotide binding	42	0	0.42	1.00000
572	GO:0050664	oxidoreductase activity, acting on NAD(P...	6	0	0.06	1.00000
573	GO:0050997	quaternary ammonium group binding	8	0	0.08	1.00000
574	GO:0051002	ligase activity, forming nitrogen-metal ...	3	0	0.03	1.00000
575	GO:0051003	ligase activity, forming nitrogen-metal ...	3	0	0.03	1.00000
576	GO:0051082	unfolded protein binding	30	0	0.3	1.00000
577	GO:0051087	chaperone binding	13	0	0.13	1.00000
578	GO:0051537	2 iron, 2 sulfur cluster binding	10	0	0.1	1.00000
579	GO:0051539	4 iron, 4 sulfur cluster binding	8	0	0.08	1.00000
580	GO:0051765	inositol tetrakisphosphate kinase activi...	5	0	0.05	1.00000
581	GO:0051766	inositol trisphosphate kinase activity	6	0	0.06	1.00000
582	GO:0051861	glycolipid binding	5	0	0.05	1.00000
583	GO:0051998	protein carboxyl O-methyltransferase act...	3	0	0.03	1.00000
584	GO:0052689	carboxylic ester hydrolase activity	34	0	0.34	1.00000
585	GO:0052725	inositol-1,3,4-trisphosphate 6-kinase ac...	5	0	0.05	1.00000
586	GO:0052726	inositol-1,3,4-trisphosphate 5-kinase ac...	5	0	0.05	1.00000
587	GO:0060089	molecular transducer activity	11	0	0.11	1.00000
588	GO:0060589	nucleoside-triphosphatase regulator acti...	17	0	0.17	1.00000
589	GO:0060590	ATPase regulator activity	4	0	0.04	1.00000
590	GO:0061134	peptidase regulator activity	11	0	0.11	1.00000
591	GO:0061135	endopeptidase regulator activity	11	0	0.11	1.00000
592	GO:0061733	peptide-lysine-N-acetyltransferase activ...	9	0	0.09	1.00000
593	GO:0070008	serine-type exopeptidase activity	42	0	0.42	1.00000
594	GO:0070279	vitamin B6 binding	49	0	0.49	1.00000
595	GO:0070403	NAD+ binding	4	0	0.04	1.00000
596	GO:0070566	adenylyltransferase activity	8	0	0.08	1.00000
597	GO:0070568	guanylyltransferase activity	3	0	0.03	1.00000
598	GO:0070569	uridylyltransferase activity	9	0	0.09	1.00000
599	GO:0071949	FAD binding	11	0	0.11	1.00000
600	GO:0080019	fatty-acyl-CoA reductase (alcohol-formin...	5	0	0.05	1.00000
601	GO:0080048	GDP-D-glucose phosphorylase activity	4	0	0.04	1.00000
602	GO:0090079	translation regulator activity, nucleic ...	46	0	0.46	1.00000
603	GO:0090599	alpha-glucosidase activity	3	0	0.03	1.00000
604	GO:0097747	RNA polymerase activity	42	0	0.42	1.00000
605	GO:0098772	molecular function regulator activity	69	0	0.68	1.00000
606	GO:0101005	deubiquitinase activity	6	0	0.06	1.00000
607	GO:0106413	dihydrouridine synthase activity	4	0	0.04	1.00000
608	GO:0120013	lipid transfer activity	5	0	0.05	1.00000
609	GO:0120227	acyl-CoA binding	5	0	0.05	1.00000
610	GO:0140097	catalytic activity, acting on DNA	61	0	0.6	1.00000
611	GO:0140102	catalytic activity, acting on a rRNA	6	0	0.06	1.00000
612	GO:0140103	catalytic activity, acting on a glycopro...	13	0	0.13	1.00000
613	GO:0140104	molecular carrier activity	3	0	0.03	1.00000
614	GO:0140299	small molecule sensor activity	10	0	0.1	1.00000
615	GO:1901505	carbohydrate derivative transmembrane tr...	5	0	0.05	1.00000
616	GO:1901567	fatty acid derivative binding	5	0	0.05	1.00000
617	GO:1901681	sulfur compound binding	15	0	0.15	1.00000
618	GO:2001070	starch binding	4	0	0.04	1.00000
